Wall time,Step,Value
1618434322.6131527,1000,0.06508003175258636
1618434578.3574276,2000,0.08517923206090927
1618435302.497968,3000,0.10288188606500626
1618579672.5160124,4000,0.11177907139062881
1618579846.3807442,5000,0.1214766725897789
1618580029.1590598,6000,0.12785059213638306
1618580231.693726,7000,0.1350071281194687
1618580453.8725278,8000,0.1368427723646164
1618580668.459,9000,0.1442517340183258
1618580841.8174114,10000,0.14886026084423065
