Wall time,Step,Value
1618394987.821577,11,0.7058958411216736
1618395001.2265449,21,0.7459920048713684
1618395027.3611817,41,0.7514485120773315
1618395041.0551221,51,0.7302466034889221
1618395053.4943438,61,0.803909420967102
1618395066.7680528,71,0.753369927406311
1618395079.4192526,81,0.7904398441314697
1618395092.242206,91,0.7798482179641724
1618395106.7964194,101,0.7510755062103271
1618395106.797824,101,0.6870197057723999
1618395121.1662438,111,0.6959705352783203
1618395134.063722,121,0.7753484845161438
1618395147.0753386,131,0.768541157245636
1618395160.8458207,141,0.7261929512023926
1618395173.2291818,151,0.8075348734855652
1618395185.6145072,161,0.8074079155921936
1618395198.0188415,171,0.8061701059341431
1618395210.3083336,181,0.813701868057251
1618395222.6579719,191,0.8097420930862427
1618395235.064522,201,0.7796171307563782
1618395235.0664818,201,0.8058964014053345
1618395247.236909,211,0.8216648101806641
1618395259.5526233,221,0.811969518661499
1618395272.1901517,231,0.7912973165512085
1618395284.694398,241,0.7997266054153442
1618395297.8121717,251,0.7623215913772583
1618395310.192377,261,0.8077433109283447
1618395335.2100768,281,0.7965677380561829
1618395347.6818707,291,0.8018093109130859
1618395360.0169497,301,0.8003047704696655
1618395360.0193338,301,0.8105410933494568
1618395372.5445232,311,0.7983899712562561
1618395384.782963,321,0.8170976042747498
1618395397.5994327,331,0.7802449464797974
1618395409.9043477,341,0.8126819133758545
1618395421.9327343,351,0.8313702344894409
1618395434.1604917,361,0.8178120851516724
1618395449.4444406,371,0.6542788147926331
1618395462.3897011,381,0.7724842429161072
1618395487.7336273,401,0.7829829454421997
1618395487.7355185,401,0.8118298649787903
1618395500.037055,411,0.8129048347473145
1618395512.2876444,421,0.8162898421287537
1618395524.660843,431,0.808198094367981
1618395537.2787826,441,0.7925212383270264
1618395550.0194345,451,0.784889280796051
1618395562.4923098,461,0.8017412424087524
1618395574.8874402,471,0.8067683577537537
1618395587.6573825,481,0.7830868363380432
1618395600.853965,491,0.7577731013298035
1618395613.2888737,501,0.7964621782302856
1618395613.2909157,501,0.8040562868118286
1618395625.830236,511,0.7974895238876343
1618395639.71014,521,0.720466673374176
1618395652.6404529,531,0.7733774185180664
1618395665.4078398,541,0.7832447290420532
1618395678.7376275,551,0.7501989603042603
1618395691.2287757,561,0.8005657196044922
1618395704.3376734,571,0.7628461122512817
1618395718.132332,581,0.724916398525238
1618395731.2726178,591,0.7610164284706116
1618395744.020708,601,0.7649243474006653
1618395744.0216734,601,0.7843700051307678
1618395757.3181527,611,0.7520818710327148
1618395769.7629564,621,0.8035483956336975
1618395782.0584984,631,0.8133017420768738
1618395794.4441688,641,0.8073834180831909
1618395821.5158248,661,0.7571706771850586
1618395834.020206,671,0.7997226715087891
1618395846.7045524,681,0.788370668888092
1618395858.9650607,691,0.8156262636184692
1618395872.0127642,701,0.7812986373901367
1618395872.0144668,701,0.7663175463676453
1618395884.6513813,711,0.7913345098495483
1618395896.9109452,721,0.8156896233558655
1618395909.7995522,731,0.7758786082267761
1618395922.3834233,741,0.7946684956550598
1618395934.8114762,751,0.8046295046806335
1618395949.0925043,761,0.7002283930778503
1618395961.5244846,771,0.8043783903121948
1618395973.6625981,781,0.8238530158996582
1618395986.670417,791,0.7687661051750183
1618396001.1839824,801,0.7741662859916687
1618396001.3161678,801,0.6827925443649292
1618396013.6965158,811,0.8077327609062195
1618396025.944696,821,0.8164464235305786
1618396040.3921638,831,0.6921650171279907
1618396053.2169578,841,0.7797369956970215
1618396065.5519826,851,0.8107017278671265
1618396077.7513795,861,0.8197133541107178
1618396090.1577249,871,0.8060368299484253
1618396102.4347527,881,0.8145332336425781
1618396115.0529377,891,0.7925055623054504
1618396127.387818,901,0.79236900806427
1618396127.3895981,901,0.8105900883674622
1618396139.4159052,911,0.8315105438232422
1618396151.5844865,921,0.8217893838882446
1618396163.970925,931,0.8073350191116333
1618396176.419967,941,0.8032736778259277
1618396189.2334244,951,0.7804282903671265
1618396201.5405,961,0.8125437498092651
1618396214.543911,971,0.7690260410308838
1618396226.9439032,981,0.8064526319503784
1618396239.3412817,991,0.8066239953041077
1618420769.1872976,1011,0.8520159721374512
1618420780.324751,1021,0.8978700637817383
1618420791.9490309,1031,0.8602678179740906
1618420803.1216056,1041,0.8950474858283997
1618420814.2236516,1051,0.9007349610328674
1618420826.08125,1061,0.8433411121368408
1618420837.4216743,1071,0.8818032145500183
1618420848.5082614,1081,0.90198814868927
1618420859.8873234,1091,0.8788069486618042
1618420871.1515522,1101,0.8794918656349182
1618420871.1532364,1101,0.8876352906227112
1618420882.5679498,1111,0.8760613799095154
1618420893.8113022,1121,0.8894140720367432
1618420905.1490867,1131,0.8820090293884277
1618420916.5325994,1141,0.8784604668617249
1618420927.709229,1151,0.8947246074676514
1618420939.029961,1161,0.8833351135253906
1618420950.1857383,1171,0.8963959217071533
1618420961.4477766,1181,0.887939453125
1618420972.7604926,1191,0.8839613199234009
1618420984.0691326,1201,0.8842785954475403
1618420995.304263,1211,0.8900660276412964
1618421006.5880356,1221,0.886231541633606
1618421029.4409351,1241,0.8875369429588318
1618421040.7150805,1251,0.8869850039482117
1618421052.2752345,1261,0.8650378584861755
1618421063.7537487,1271,0.8711962699890137
1618421075.0636756,1281,0.8841784000396729
1618421086.2380948,1291,0.894898533821106
1618421097.245579,1301,0.8835667967796326
1618421097.2465856,1301,0.9083890914916992
1618421108.3325655,1311,0.9020417332649231
1618421119.8442605,1321,0.8686813712120056
1618421131.2545588,1331,0.8764039874076843
1618421142.2395735,1341,0.9103274345397949
1618421153.3847315,1351,0.8972514867782593
1618421164.8261182,1361,0.8740239143371582
1618421176.5284486,1371,0.854529082775116
1618421188.1568408,1381,0.8599637746810913
1618421199.4483316,1391,0.8856198787689209
1618421210.77356,1401,0.8808400630950928
1618421210.7748063,1401,0.8828878402709961
1618421233.7113922,1421,0.86397784948349
1618421245.0952902,1431,0.8784327507019043
1618421256.3998115,1441,0.8846017718315125
1618421267.5820725,1451,0.8942751288414001
1618421278.8598702,1461,0.8866965770721436
1618421290.2344227,1471,0.8791537284851074
1618421301.829284,1481,0.8624529242515564
1618421313.0314548,1491,0.8926835060119629
1618421324.5504684,1501,0.8789131045341492
1618421324.552152,1501,0.8680042624473572
1618421335.8835635,1511,0.8825027942657471
1618421347.1514702,1521,0.8874773979187012
1618421358.2566853,1531,0.9004740715026855
1618421369.5814197,1541,0.8830260038375854
1618421381.0848005,1551,0.8693088889122009
1618421392.3521175,1561,0.8875204920768738
1618421403.5137742,1571,0.8959267735481262
1618421425.5670114,1591,0.8983672261238098
1618421436.3685458,1601,0.894309401512146
1618421436.3695211,1601,0.9257044792175293
1618421447.3553486,1611,0.9102646112442017
1618421458.2504065,1621,0.9178469777107239
1618421469.3626611,1631,0.8999108076095581
1618421480.340518,1641,0.9109228849411011
1618421491.563926,1651,0.8909949064254761
1618421502.397974,1661,0.923014760017395
1618421513.6744022,1671,0.8868057727813721
1618421524.6124647,1681,0.9142399430274963
1618421535.5799599,1691,0.9117838740348816
1618421546.4004295,1701,0.9088274836540222
1618421546.4016085,1701,0.9240731596946716
1618421557.6021326,1711,0.8928191065788269
1618421568.6646526,1721,0.9039498567581177
1618421579.7393951,1731,0.902956485748291
1618421590.7792773,1741,0.9058082103729248
1618421602.0190153,1751,0.8896981477737427
1618421613.4376376,1761,0.8757652044296265
1618421624.5638475,1771,0.8987753391265869
1618421646.387401,1791,0.9114490151405334
1618421657.1864989,1801,0.902640700340271
1618421690.464827,1831,0.9106091856956482
1618421701.1864712,1841,0.93269282579422
1618421712.0745654,1851,0.9184344410896301
1618421723.28943,1861,0.8916736841201782
1618421734.48145,1871,0.8934938311576843
1618421745.4254508,1881,0.9137457609176636
1618421767.6610262,1901,0.905185878276825
1618421767.6620207,1901,0.9153853058815002
1618421778.624794,1911,0.912177562713623
1618421789.7493143,1921,0.8989156484603882
1618421800.705181,1931,0.9127545952796936
1618421822.7024088,1951,0.8977304100990295
1618421833.7165568,1961,0.9079231023788452
1618421844.4886887,1971,0.9283208250999451
1618421855.4622052,1981,0.9112854599952698
1618421866.3398633,1991,0.9193191528320312
1618482105.163306,2011,0.7175560593605042
1618482117.2735503,2021,0.8257466554641724
1618482129.4289105,2031,0.8226821422576904
1618482141.5759833,2041,0.8232414126396179
1618482153.713223,2051,0.8239137530326843
1618482165.8035398,2061,0.8271052241325378
1618482179.8961108,2071,0.7095935344696045
1618482192.6253023,2081,0.785597026348114
1618482217.2579725,2101,0.7934414148330688
1618482217.2599254,2101,0.8128676414489746
1618482229.5794084,2111,0.8117169737815857
1618482241.713709,2121,0.8241087794303894
1618482254.356911,2131,0.7909393906593323
1618482266.7944107,2141,0.8040211200714111
1618482279.1487305,2151,0.8094320893287659
1618482291.7228525,2161,0.7952847480773926
1618482303.9621565,2171,0.8170416951179504
1618482316.1362925,2181,0.8214104175567627
1618482328.6210759,2191,0.8009782433509827
1618482343.0109107,2201,0.6949330568313599
1618482358.9552193,2211,0.6271854043006897
1618482377.7439024,2221,0.5322359204292297
1618482397.113498,2231,0.5162715911865234
1618482415.818888,2241,0.5346049070358276
1618482431.2655191,2251,0.6473894119262695
1618482446.8007915,2261,0.6437004208564758
1618482465.1325605,2271,0.5454990267753601
1618482484.3746076,2281,0.5196946859359741
1618482502.9601984,2291,0.5380522012710571
1618482516.2513862,2301,0.5772280097007751
1618482516.2554028,2301,0.7521509528160095
1618482528.6884599,2311,0.8043052554130554
1618482541.2579165,2321,0.7955809235572815
1618482553.7325165,2331,0.8016296029090881
1618482565.7386806,2341,0.8329030275344849
1618482577.908802,2351,0.821683943271637
1618482590.4950576,2361,0.7945185303688049
1618482604.5298316,2371,0.7125148177146912
1618482616.328847,2381,0.8475291132926941
1618482628.840467,2391,0.7992596626281738
1618482643.240176,2401,0.7874698042869568
1618482643.2420094,2401,0.6943701505661011
1618482660.409624,2411,0.5824910402297974
1618482672.9733646,2421,0.7959409952163696
1618482685.2655544,2431,0.8135482668876648
1618482701.6442795,2441,0.6105358004570007
1618482727.9719582,2451,0.3798278868198395
1618482740.187635,2461,0.8186198472976685
1618482765.8931913,2481,0.7807589769363403
1618482780.2753682,2491,0.6953045129776001
1618482792.9058824,2501,0.6681557297706604
1618482805.840259,2511,0.7732105255126953
1618482817.7729383,2521,0.838033139705658
1618482829.2684543,2531,0.8699089884757996
1618482841.916438,2541,0.7906363010406494
1618482854.271539,2551,0.8093822598457336
1618482866.4547396,2561,0.8208009600639343
1618482878.4778967,2571,0.8317283391952515
1618482890.930534,2581,0.8030444383621216
1618482902.9827857,2591,0.8297195434570312
1618482915.3755114,2601,0.8165290951728821
1618482915.377201,2601,0.8068162202835083
1618482927.3696053,2611,0.8338627815246582
1618482939.3449087,2621,0.8350508213043213
1618482950.8833907,2631,0.866663932800293
1618482962.6105506,2641,0.8527206182479858
1618482974.8678396,2651,0.8158408403396606
1618482987.0196455,2661,0.8229230046272278
1618483012.573333,2681,0.786070704460144
1618483037.5554814,2701,0.8184645771980286
1618483037.5566216,2701,0.8219735622406006
1618483049.188261,2711,0.8597249388694763
1618483061.4169178,2721,0.8177521228790283
1618483073.846756,2731,0.8045161366462708
1618483086.7151241,2741,0.7770994901657104
1618483098.594749,2751,0.8417762517929077
1618483110.9076025,2761,0.8121586441993713
1618483123.5065262,2771,0.7937248349189758
1618483135.7213757,2781,0.8186694383621216
1618483147.7191842,2791,0.833486795425415
1618483160.3440146,2801,0.8144083619117737
1618483160.3451111,2801,0.7920195460319519
1618483173.1339426,2811,0.7819343209266663
1618483211.4729261,2841,0.7895055413246155
1618483223.7130723,2851,0.8169833421707153
1618483235.486558,2861,0.8493650555610657
1618483247.5971937,2871,0.8257200121879578
1618483259.5654688,2881,0.8355446457862854
1618483283.6306574,2901,0.8111178278923035
1618483283.6317258,2901,0.8121421933174133
1618483296.7984228,2911,0.759494423866272
1618483310.2847285,2921,0.7414925694465637
1618483322.5307612,2931,0.8165902495384216
1618483335.0665286,2941,0.7977162003517151
1618483347.4600687,2951,0.806872546672821
1618483359.972071,2961,0.7992330193519592
1618483372.0454206,2971,0.8282754421234131
1618483387.033264,2981,0.6672040820121765
1618483400.8793426,2991,0.7222272157669067
1618563245.0385175,3011,0.7811885476112366
1618563258.0074747,3021,0.7710105776786804
1618563271.3549697,3031,0.7492048144340515
1618563283.7175171,3041,0.8088940978050232
1618563297.258351,3051,0.738506555557251
1618563310.0711436,3061,0.780469536781311
1618563322.9009857,3071,0.779433012008667
1618563335.3418734,3081,0.8038032054901123
1618563347.929387,3091,0.7944356799125671
