Wall time,Step,Value
1618388701.48195,1,0.01692242920398712
1618388713.1510832,11,0.9927753806114197
1618388724.8490715,21,0.9791885614395142
1618388736.4778554,31,0.9790697693824768
1618388748.273475,41,0.9730376601219177
1618388759.6974363,51,0.9867193698883057
1618388771.5171435,61,0.9708206057548523
1618388782.940903,71,0.9759048223495483
1618388794.527996,81,0.9817823171615601
1618388806.0563333,91,0.9734891057014465
