Wall time,Step,Value
1618388701.48195,1,0.009764414280653
1618388713.1510832,11,0.01482359878718853
1618388724.8490715,21,0.045776817947626114
1618388736.4778554,31,0.05605380982160568
1618388748.273475,41,0.06171707808971405
1618388759.6974363,51,0.06550361961126328
1618388771.5171435,61,0.06197495758533478
1618388782.940903,71,0.04587647318840027
1618388794.527996,81,0.06627064943313599
1618388806.0563333,91,0.10518708825111389
