Wall time,Step,Value
1618434322.6131527,1000,0.11594419926404953
1618434578.3574276,2000,0.16006267070770264
1618435302.497968,3000,0.19113220274448395
1618579672.5160124,4000,0.21143366396427155
1618579846.3807442,5000,0.2249850183725357
1618580029.1590598,6000,0.23883606493473053
1618580231.693726,7000,0.2428084909915924
1618580453.8725278,8000,0.25264284014701843
1618580668.459,9000,0.26129674911499023
1618580841.8174114,10000,0.2663746774196625
