Wall time,Step,Value
1618407579.6717365,1000,0.07746102660894394
1618429331.7171898,2000,0.09230203181505203
1618486969.8388357,3000,0.10495928674936295
1618564567.41275,4000,0.11119149625301361
1618565876.4400082,5000,0.11980440467596054
1618567205.6316023,6000,0.13955636322498322
1618568786.3264234,7000,0.14264948666095734
1618570286.9497817,8000,0.15357688069343567
1618572363.724443,9000,0.15603649616241455
1618574258.061804,10000,0.16695749759674072
