Wall time,Step,Value
1618434135.6473331,11,4.362475872039795
1618434137.8045685,21,4.63554573059082
1618434140.7350283,41,6.824483871459961
1618434142.1998632,51,6.826671123504639
1618434143.6482477,61,6.904264450073242
1618434145.121675,71,6.786966800689697
1618434146.6434689,81,6.571249961853027
1618434148.1464853,91,6.653201580047607
1618434149.6249685,101,6.145391941070557
1618434149.62761,101,6.751730442047119
1618434151.130258,111,6.654771327972412
1618434152.6138532,121,6.740384578704834
1618434154.0843546,131,6.800405979156494
1618434155.561663,141,6.769118309020996
1618434157.0266898,151,6.825782299041748
1618434158.539091,161,6.612005710601807
1618434159.9888425,171,6.897711753845215
1618434161.4337392,181,6.920914649963379
1618434162.8985326,191,6.826879978179932
1618434164.3504002,201,6.790966033935547
1618434164.3513553,201,6.8831467628479
1618434165.8034773,211,6.8865766525268555
1618434167.269772,221,6.819844722747803
1618434168.7207804,231,6.891725063323975
1618434170.1708388,241,6.896307468414307
1618434171.6168811,251,6.915590286254883
1618434173.075616,261,6.855077743530273
1618434175.9896903,281,6.880972862243652
1618434177.4337814,291,6.924688816070557
1618434178.8864803,301,6.879434585571289
1618434178.8873622,301,6.879526138305664
1618434180.3370147,311,6.898268699645996
1618434181.795644,321,6.855746746063232
1618434183.2445486,331,6.901750087738037
1618434184.7050142,341,6.847157955169678
1618434186.1538908,351,6.901905536651611
1618434187.6065576,361,6.883872032165527
1618434189.0686855,371,6.839410305023193
1618434190.5251935,381,6.865660190582275
1618434193.5262222,401,6.8307318687438965
1618434193.5273619,401,6.458767890930176
1618434194.98634,411,6.854217529296875
1618434196.4399674,421,6.879291534423828
1618434197.8803787,431,6.942489147186279
1618434199.3358696,441,6.870507717132568
1618434200.780715,451,6.9211249351501465
1618434202.22194,461,6.93852424621582
1618434203.674907,471,6.882503986358643
1618434205.1381533,481,6.834085941314697
1618434206.5808332,491,6.931554794311523
1618434208.027603,501,6.89588737487793
1618434208.0285957,501,6.907171726226807
1618434209.4841504,511,6.870278835296631
1618434210.9262254,521,6.934439182281494
1618434212.3836272,531,6.861530303955078
1618434213.8418941,541,6.857472896575928
1618434215.2915807,551,6.898080348968506
1618434216.7457983,561,6.876495361328125
1618434218.2003603,571,6.874918460845947
1618434219.6536424,581,6.881141185760498
1618434221.1099455,591,6.866516590118408
1618434222.5639856,601,6.879287242889404
1618434222.5649297,601,6.872932434082031
1618434224.0104244,611,6.9180803298950195
1618434225.4561775,621,6.916866302490234
1618434226.937757,631,6.749505519866943
1618434228.3907328,641,6.882396697998047
1618434231.2879174,661,6.887441635131836
1618434232.739806,671,6.8874688148498535
1618434234.1938877,681,6.8771820068359375
1618434235.6548996,691,6.844577789306641
1618434237.108723,701,6.875342845916748
1618434237.109893,701,6.872930526733398
1618434238.5633807,711,6.879974365234375
1618434240.0159225,721,6.884466171264648
1618434241.4645634,731,6.903014183044434
1618434242.9365273,741,6.793972969055176
1618434244.4411995,751,6.64600133895874
1618434246.385931,761,5.141934871673584
1618434247.881056,771,6.688395023345947
1618434249.4261155,781,6.47222375869751
1618434250.971365,791,6.471414089202881
1618434252.6071768,801,6.452259063720703
1618434252.6083708,801,6.108695983886719
1618434254.135312,811,6.549063682556152
1618434255.6952705,821,6.410429954528809
1618434257.3397403,831,6.081015110015869
1618434258.8471732,841,6.633769989013672
1618434260.3755314,851,6.542970657348633
1618434262.0056732,861,6.134469032287598
1618434263.4778886,871,6.79240608215332
1618434264.9511716,881,6.787596225738525
1618434266.421707,891,6.800243854522705
1618434267.8854773,901,6.545228004455566
1618434267.886495,901,6.826922416687012
1618434269.6512895,911,5.666601657867432
1618434271.153044,921,6.658581733703613
1618434272.62143,931,6.810244083404541
1618434274.0822697,941,6.845388889312744
1618434275.558999,951,6.771661281585693
1618434277.0171182,961,6.858171463012695
1618434278.4792984,971,6.839081287384033
1618434279.9512687,981,6.793639659881592
1618434281.4216132,991,6.801106929779053
1618434376.8476076,1011,5.806759357452393
1618434378.2961283,1021,6.903575897216797
1618434379.74215,1031,6.915510177612305
1618434381.1915627,1041,6.899346828460693
1618434382.6412456,1051,6.898077964782715
1618434384.0897841,1061,6.903500556945801
1618434385.5430171,1071,6.881215572357178
1618434386.9899015,1081,6.911452293395996
1618434388.4348495,1091,6.920787811279297
1618434389.9033196,1101,6.766390323638916
1618434389.9045384,1101,6.803958892822266
1618434391.3514009,1111,6.911528587341309
1618434392.7959583,1121,6.922521591186523
1618434394.244952,1131,6.90142297744751
1618434395.6937897,1141,6.902043342590332
1618434397.1463711,1151,6.884297847747803
1618434398.6018543,1161,6.870541095733643
1618434400.0535011,1171,6.888774394989014
1618434401.5002172,1181,6.912216663360596
1618434402.950711,1191,6.8941731452941895
1618434404.4109485,1201,6.84816312789917
1618434405.857661,1211,6.912288188934326
1618434407.3655398,1221,6.631919860839844
1618434410.2904363,1241,6.800515174865723
1618434411.738911,1251,6.9038190841674805
1618434413.1909447,1261,6.886892318725586
1618434414.6379867,1271,6.9106574058532715
1618434416.0881028,1281,6.895975589752197
1618434417.5385492,1291,6.894473552703857
1618434418.993075,1301,6.857166290283203
1618434418.994157,1301,6.869906425476074
1618434420.451636,1311,6.861196041107178
1618434421.9087243,1321,6.863029479980469
1618434423.3603244,1331,6.888946533203125
1618434424.8126726,1341,6.8854079246521
1618434426.2691119,1351,6.866043567657471
1618434427.7231388,1361,6.877442836761475
1618434429.1708922,1371,6.90727424621582
1618434430.62467,1381,6.878629207611084
1618434432.0807073,1391,6.868020057678223
1618434433.5341046,1401,6.877067565917969
1618434433.5353212,1401,6.874581813812256
1618434436.5233183,1421,6.8972625732421875
1618434437.9707322,1431,6.908874988555908
1618434439.4200294,1441,6.899874687194824
1618434440.8684304,1451,6.904189109802246
1618434442.3210628,1461,6.884085655212402
1618434443.771237,1471,6.895720481872559
1618434445.2286599,1481,6.861457347869873
1618434446.6816025,1491,6.882523536682129
1618434448.125232,1501,6.853482723236084
1618434448.1264367,1501,6.921163558959961
1618434449.605261,1511,6.762171745300293
1618434451.0619872,1521,6.864711761474609
